,Date,PnL,LongsP,ShortsP,LongH,ShortH,LongD,ShortD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV,Sim
3786,2017-07-17,1427353.0936330166,305860483.880028,-359026143.272857,7792143959.311807,-6877300312.242153,810026752.3346499,-726477147.7298633,1166981742.56853,-1108410957.0189052,-8088091.626159098,8620286.72575354,2212696.6491463277,-2237773.0053040464,4
3787,2017-07-18,-2858603.7126102075,297550941.6533592,-354717558.81536394,7504191538.085547,-6798334932.779186,874573254.5122828,-664443858.6924239,1254047529.3860676,-1101581626.343799,-8557801.154980578,8547113.50079951,1768397.158922362,-1665490.2536664836,4
3788,2017-07-19,-1409595.282857136,349629292.7432765,-404799654.4875623,8288587465.029665,-7722709017.208072,1162409735.2081757,-1025837428.4239846,1277580755.8640783,-1120209042.0192823,-8186579.282601394,8504435.194984717,1162306.2294831518,-1116678.7882138374,4
3789,2017-07-20,5096992.773565476,342141031.3899309,-402265595.4507932,8155923560.8252125,-7546120378.523649,963039268.4375646,-996912807.8273928,1404901409.888983,-1235189028.0639734,-8113805.210802734,8776748.008772586,609291.6943317455,-593474.2552530753,4
3790,2017-07-21,-2981406.369553088,573905009.9094663,-640341533.5541631,5624852218.28968,-5544217281.314628,1432638730.55189,-1056820512.7799104,909202774.8814228,-966123647.8451812,-6250000.0,6250000.0,11961856.7817432,-12138940.99490128,4
3791,2017-07-24,9094146.346651398,225663666.99251637,-228420898.07513943,5514968496.173721,-5350867604.988409,692495299.1881787,-764119347.023225,930301921.5887234,-1003316007.23362,-6379571.351402037,6460327.037703145,10899189.230370669,-11232888.208396873,4
3792,2017-07-25,13543595.571441794,262298716.8512828,-254628872.7237122,5806654340.24246,-5686892228.328999,965789826.8820148,-918334527.2489144,874659359.7017045,-973293761.3094614,-6192855.406118279,6408063.564266304,9984932.026486129,-10599994.61373085,4
3793,2017-07-26,101149.65639363368,259418962.94693065,-244189920.3169717,5651211542.629402,-5519556360.713124,957949852.8717184,-977300971.7205294,870460195.6507455,-956571097.9988824,-6165086.261244778,6383578.02605225,9530465.48444426,-10053675.592866544,4
3794,2017-07-27,1053480.092605081,261752965.0558502,-242643518.2271956,5484250767.058584,-5382839262.144642,972869693.793936,-945452940.8976902,845706558.3909783,-917245464.6992908,-6059503.401453347,6240670.1413476765,8917665.225885525,-9319200.49116331,4
3795,2017-07-28,-2388759.183149887,249912301.59285703,-235421728.28862208,5411336799.970684,-5232468734.893461,813139938.8379755,-888366384.6599877,840771320.760148,-924974463.248524,-6017124.87575927,6272522.355646867,8462185.555641003,-8952027.964637887,4
3796,2017-07-31,2508521.463181627,244681872.73952743,-221377115.0556037,5372491315.999003,-5326473495.872429,699695453.6446174,-573150871.6104758,872318256.3638687,-959540955.9359922,-6270667.731122166,6503372.174783389,7525112.532375259,-7955692.568228202,4
3797,2017-08-01,1215343.1068819808,262243373.05634785,-235016563.41060197,5632711233.116705,-5602978050.124077,770411649.0088168,-756833720.7298108,850080636.1990184,-951410113.7426894,-6055156.03790934,6432566.305741753,6888498.146399213,-7434365.056255994,4
3798,2017-08-02,-173393.93738860264,250418569.89629772,-221781098.9210821,5426939513.465221,-5467302368.238509,916834272.5350348,-848322290.0359778,848797249.1543252,-926401552.4726824,-6018908.018540175,6326218.435726494,6468378.663929656,-6859760.281068467,4
3799,2017-08-03,-6685305.826527607,241961351.3220114,-229314191.7081148,5395715425.698058,-5415490683.773197,801908165.4325799,-813190756.595937,859861188.3379498,-886272418.6258646,-5973123.464044839,5961699.607610736,6086836.191207897,-6116529.30029767,4
3800,2017-08-04,-6019093.953480615,255743583.6750764,-263729228.2790241,5687267148.569302,-5602509704.320621,623387772.4545755,-713306764.51403,879515016.0566214,-888889536.9939876,-6068663.075824862,5886538.082447574,5785444.677943281,-5671729.993410988,4
3801,2017-08-07,-1634344.9189119146,257696444.43938252,-262318240.9929058,5730532341.409857,-5788715157.025474,690918789.3097386,-552976722.414777,926714100.834924,-920584026.9652114,-6233094.718594474,6108051.102058853,4738319.315139497,-4630562.321922091,4
3802,2017-08-08,-426826.5331199631,249844755.96205068,-255638440.2748793,5516823207.898669,-5697711130.109936,706733239.036984,-583283071.2151498,905426957.2520198,-871008459.573175,-6109752.090026811,5848421.754670757,4197306.42819208,-3999966.023423712,4
3803,2017-08-09,5316778.384409526,253659744.96048385,-240204447.7982369,5373410463.41362,-5643656803.43153,690302069.5445619,-614875854.8285857,897874006.9285381,-881122893.0711483,-6005722.141019144,5925459.2637549285,3726458.8588498426,-3637580.561757546,4
3804,2017-08-10,-1753434.9448355231,202495569.41183156,-181937766.12926063,4343010699.068927,-4853912412.19651,1175835941.7199805,-944036509.6754647,839835376.9727345,-829370775.3715022,-5864853.2011759775,5522085.733146213,3169735.166414235,-3020724.2121923226,4
3805,2017-08-11,1044213.6743353824,203729217.95333707,-181137534.7147812,4234235280.898575,-4844563858.186839,620985340.446355,-522548142.5673252,874494780.9573939,-895238424.2941911,-5887845.853799346,5725654.736299297,2829683.7492157416,-2786885.7563715214,4
3806,2017-08-14,-280877.8738275218,254229606.51590133,-220548538.75688,5338195390.313044,-5922255168.380632,1139854119.2395334,-1177493180.854502,913513599.362394,-919592548.4065268,-6076489.7978458535,6202140.044787589,1675286.8974604192,-1698931.8839277895,4
3807,2017-08-15,1520611.9201770318,245726971.82894903,-214753059.31311303,5344068175.817202,-5860490142.709702,563037078.750557,-626447122.7622837,902264298.3590244,-834444263.8984659,-6050505.080913019,5901097.864378241,1248463.6965686346,-1188597.9795045643,4
3808,2017-08-16,-2986390.352787468,259356339.87994844,-222322220.2240776,5586447490.873676,-6143599992.739231,593436652.865989,-561752715.3857565,897711199.8610891,-803599870.4363633,-5465629.691169591,5840229.522659851,780548.4507735722,-782325.6865019281,4
3809,2017-08-17,291808.403483073,186598975.59781376,-149661139.93641925,4208467864.57213,-4746864605.922413,1343334410.1982582,-1361702078.3155706,691312724.2755789,-883009408.7067786,-4920089.374546774,5679728.996899153,332330.9823644216,-399514.4000395988,4
3810,2017-08-18,-181776.16857347664,421632963.681406,-382123965.3997794,5482739435.129487,-5465693419.624057,669430477.5641862,-790511564.581337,896961584.0106221,-878086543.9387323,-6250000.0,6250000.0,11788425.861026997,-11826615.654876832,4
3811,2017-08-21,1420776.9216180048,236245204.5857117,-237720903.30618167,5631486881.56912,-5620584772.410717,555353644.9419519,-546306623.8278437,935876415.0355382,-920082988.3431544,-6490010.365835185,6525112.634221175,10950305.297680637,-11036520.543994676,4
3812,2017-08-22,-815032.4100912011,286963046.6569805,-295290273.8947401,6490775147.891031,-6373949502.206069,910957811.6983956,-1010844852.1177568,905799574.8306494,-894609248.1945878,-6452340.979937448,6489259.092671838,10307355.330752756,-10424655.141771462,4
3813,2017-08-23,754211.9412928573,267381637.11862284,-269730411.835125,6139058617.330227,-6127895149.102578,688334602.2774508,-587896665.4001026,918098397.3433452,-920163304.604614,-6504184.013254887,6620851.473785482,9995315.453853142,-10236996.320677342,4
3814,2017-08-24,1314580.186353415,268670872.69234186,-269188685.73332244,6054825358.697215,-6036799681.081985,584780830.8170223,-592159421.6937705,920752327.0686982,-923230009.7967443,-6472858.0030552205,6589870.7575229015,9538738.213925142,-9779051.49202812,4
3815,2017-08-25,83382.06640122802,292076630.93269444,-287160099.4160755,6384207958.460931,-6376117047.051863,590925730.6692843,-586341926.9543204,916030411.1810534,-923945784.9761834,-6473217.435232995,6633782.575000582,9079765.418482192,-9366586.364074435,4
3816,2017-08-28,447244.75170762464,281776203.0412738,-271999364.6824021,6305229757.122397,-6349733041.72187,645005965.4709533,-596824831.5529583,936112695.4071288,-959315000.4387118,-6702356.079550773,6924674.334083236,8011940.981464654,-8366732.595063748,4
3817,2017-08-29,551955.4700777563,279562339.3344207,-264939579.09698933,6218809473.128679,-6329280114.599316,564722828.814038,-503049438.3513558,942983421.2093394,-981416620.2183324,-6740359.960261325,6992397.131866429,7620868.04701237,-8032483.18278931,4
3818,2017-08-30,1706393.6389959028,315213729.6076217,-292021689.6316104,6610323642.837053,-6776561762.360381,690803187.0322256,-641898595.079118,932375147.3493668,-980949772.9116194,-6520192.211488186,6823221.38549526,6987846.583024289,-7464658.410342831,4
3819,2017-08-31,277112.2486023059,373211704.01690793,-341725427.2598742,7305812681.010836,-7511490965.453668,828480733.0957193,-797057692.7086359,866743112.4237136,-921067313.570018,-6183358.091588314,6506277.002461475,6121149.79816795,-6626331.057364107,4
3820,2017-09-01,388810.1001200282,399379160.7274252,-368046055.5192706,7656255098.58277,-7725258033.566103,474396931.4414612,-610530299.2519614,874405223.3697336,-910295367.1402946,-6079278.61601449,6374916.449359554,5681612.306293823,-6087821.613527304,4
3821,2017-09-05,264049.5949777309,341533143.8943279,-300678818.132466,6911725982.473662,-7235567437.769764,1174397810.7595716,-928816461.405532,941632062.7059025,-996038052.7769347,-6783703.497288094,7093081.275104443,4441171.433536395,-4796968.233969359,4
3822,2017-09-06,609981.823662439,357920109.61807954,-325186988.87568504,7126665187.530178,-7276461300.192126,630265372.0001242,-795579527.791148,928822132.5132544,-986032395.3781228,-6578253.2163229305,6966736.193513811,3890073.2103532623,-4255569.270149733,4
3823,2017-09-07,-1701522.136780968,371350610.0091581,-343727336.84508455,7089564803.553945,-7410683397.970703,919756093.8725054,-745025286.6761572,811895577.2990398,-853047208.4651734,-6034912.065024719,6134414.916107213,3097271.446810942,-3291157.902906029,4
3824,2017-09-08,5079063.158371968,371581787.6643175,-355839938.8146783,7405925489.492933,-7584989225.983938,677798874.1356702,-802893244.5886151,765254217.5443324,-860235318.9561789,-6010342.847585647,6436165.025713209,2650291.009503504,-2976431.768478444,4
3825,2017-09-11,-2833503.0237050606,437959472.9701729,-424558395.9925738,8670869922.262283,-8592326268.44389,1045875279.8863105,-1303975401.3473735,609064721.8938643,-758602887.6291766,-5527900.178644357,5873030.044050204,1309176.0709753104,-1532339.0677141594,4
3826,2017-09-12,197720.27536412727,460881222.131964,-457289350.1040324,9121607306.916004,-8778315196.904936,682348104.2582986,-937089635.2259432,769857900.0464965,-772136373.8516247,-5928768.883534851,5493455.251341312,1124820.7442862932,-1115230.2401981424,4
3827,2017-09-13,63776.77545824571,450433528.7867979,-450820608.8841277,8959231034.483982,-8511411472.844236,596960886.9260074,-697445609.6539655,786959081.594703,-837527625.157873,-5793421.972504325,5442935.292644283,751659.4216140569,-769765.1331149599,4
3828,2017-09-14,-218777.83101839363,437597640.395348,-459260170.4596483,9130526853.629824,-8677326737.835917,682382453.4885302,-666706335.5067396,796565501.6216353,-762830138.0631492,-5795316.804383316,5043500.933474537,380531.87866361527,-352042.64422803186,4
3829,2017-09-15,-545618.9632252926,767661634.5170865,-796387644.3994615,6127430047.819534,-5911823647.888152,741575238.9397829,-1005601636.5070837,789815869.9943013,-868568114.4973458,-6250000.0,6250000.0,14202889.111598026,-14733647.839408584,4
3830,2017-09-18,1834570.2840146597,312995454.2115995,-312097430.9694207,6345597781.174278,-6142704487.060305,723886515.208106,-710256815.8466779,808172142.29563,-896675400.7224877,-6410931.665098576,6418233.067286067,13300510.605937632,-13866225.790085686,4
3831,2017-09-19,2650704.314044349,311843117.7005646,-312580730.02888215,6346467603.445396,-6079228237.869554,576548411.5153728,-636608143.0926996,796657308.9032409,-889752079.4604285,-6310346.194070414,6349606.232211064,12689388.813671568,-13322231.669773422,4
3832,2017-09-20,-1094691.7082339711,319084895.25293547,-325792057.54812026,6504352431.749137,-6148714245.361588,643279429.194885,-726803391.7479593,786593073.0015357,-877442841.7354692,-6262200.335366309,6268927.156651573,12160876.570816576,-12726146.533633243,4
3833,2017-09-21,1139803.8842974612,307268507.57248414,-313533321.21234,6332560648.412807,-5950781083.994088,526059887.9534493,-551503810.7556517,774347430.7758391,-874566363.8082259,-6215197.55879169,6253921.105049249,11636065.03467208,-12263470.684425153,4
3834,2017-09-22,475274.08263519127,332041959.45728874,-331129724.1979904,6507656406.85517,-6193026844.734271,608449488.3745776,-548001260.8932757,750790258.492032,-858177920.8941259,-6149113.462841406,6167408.521565164,11006410.187250257,-11661120.309721349,4
3835,2017-09-25,-2871870.7732577743,330956496.7824218,-328135627.53566164,6548173613.301365,-6309073187.949804,833000423.8580235,-762251791.849405,775479873.4638696,-870809237.2734375,-6349724.3357602805,6301444.355929723,10151640.098262686,-10600486.59576425,4
3836,2017-09-26,208901.06419071983,349609224.8419579,-333642044.5584599,6556173976.40666,-6472088855.892992,637895085.2528195,-495817190.3874738,773890570.3145235,-873763912.4712987,-6291936.10861286,6226965.782620791,9678075.3544982,-10124314.024891142,4
3837,2017-09-27,-4100049.097922145,412569639.844438,-389507066.2254572,7016742410.898516,-6951689718.662358,904058105.8153346,-896221119.9712278,709528361.222918,-827731703.4110858,-5919705.438001469,6086449.777294734,8601473.80796717,-9326564.739713756,4
3838,2017-09-28,-2114943.6724377437,424900927.13535166,-396102102.0887868,7149541801.875838,-7174778302.279696,579095906.1932003,-496657908.65320766,715466860.0133814,-836038203.2690291,-5839805.916351479,6006267.419915307,8193468.780543126,-8878925.262160787,4
3839,2017-09-29,-2229275.9860030035,442078345.4391152,-417375032.5861386,7371997055.968664,-7354593695.700937,507975147.9491154,-548748772.4131153,699815728.2448661,-823525877.7260658,-5739876.2398968525,5945448.461980525,7669734.677450707,-8369096.985012732,4
3840,2017-10-02,1098907.288758973,484725436.3311571,-464308291.55679953,7957458133.708681,-7859243771.6069565,683067535.0276955,-758493461.4943144,668481875.47314,-810818096.3398569,-5583138.287279002,5808205.002264772,6328014.026215972,-7017769.077057857,4
3841,2017-10-03,1662916.3610732746,498960745.1706462,-494455411.3472868,8191156354.448259,-7987063950.012344,468032813.1579996,-556336128.180119,662191728.6838145,-776406358.7727736,-5504104.49612259,5546119.191746176,5902401.221024322,-6333544.333869037,4
3842,2017-10-04,-726737.1828671213,501352186.8883507,-497563743.9123243,8402964223.413322,-8163099916.404522,530914644.9119589,-566696393.8203793,674017614.6259661,-778548088.6671315,-5429987.95650591,5570916.256703399,5557039.1105049085,-5984355.396231221,4
3843,2017-10-05,-290307.58256772754,520784511.3528612,-524963862.0104134,8791172349.760454,-8371369277.390634,433916601.7228648,-606177881.0328734,647463318.6966333,-763287593.389462,-5263434.091273704,5509301.266026165,5018841.988951176,-5531039.750747711,4
3844,2017-10-06,-412534.3504344488,519054801.1625954,-524607024.4037609,8804948893.087746,-8314424323.19606,440627053.6867053,-510388212.9753905,638142220.9390855,-768282206.409799,-5205323.399728619,5574594.1823379705,4612547.9419894,-5217384.9817867,4
3845,2017-10-09,-312781.7549774932,485834893.3725816,-492301813.73200506,8656282792.21473,-8171606575.188881,568698206.1217557,-562247937.8926378,641856482.9719603,-787592792.5394751,-5399284.972668941,5751048.685190972,3696737.7578387726,-4221399.521782434,4
3846,2017-10-10,1326177.9536499702,508387009.1540396,-496692047.36941767,8832196914.768538,-8406049783.987114,521625379.9782129,-479931997.9241849,624594051.1939452,-778294334.0387853,-5291275.690510625,5655074.726690752,3277601.439934145,-3771385.416559105,4
3847,2017-10-11,206650.16983537973,515984180.1692436,-491484099.8873043,8920696344.307629,-8545174382.248657,469021595.22765934,-430994894.8326893,617276604.1381527,-778308618.295205,-5261141.203347033,5590218.162183184,2926618.1527791037,-3384583.3759041955,4
3848,2017-10-12,3589002.892138862,518801219.68292975,-504746733.6765881,9122173603.052998,-8604542686.064753,510674381.92773867,-638748739.6892735,625202819.5579549,-730531168.3220224,-5262303.54955964,5380115.0907120695,2610008.913725016,-2856737.651724744,4
3849,2017-10-13,-1065466.3019486885,533720448.0904033,-506653512.4062663,9123481911.951405,-8738694855.631989,510731989.90733,-391966045.2182488,625010198.8369939,-681750244.3724672,-5139096.351681111,5211485.6712015495,2251989.853182488,-2379557.283000676,4
3850,2017-10-16,600116.1092030462,531240094.8658189,-501860136.224128,9123357433.228651,-8826179571.881264,585513268.5312731,-499616980.4075923,632719894.6592455,-636778941.3325303,-5036491.7803967,5247542.336972752,1276469.4468617886,-1321365.421512784,4
3851,2017-10-17,-1967883.563351252,514870290.2887858,-484421760.396144,9261304505.107023,-8904265184.635944,513336201.50710064,-576234115.4450951,638122060.7945646,-638626053.552692,-5025512.926005187,5192176.643671264,963257.2081675766,-984968.8092569058,4
3852,2017-10-18,-2393828.357540305,547739476.7468164,-508525027.0150551,9459507616.118134,-8981005466.109982,382149911.684798,-514772489.4185301,633657390.0907795,-589265073.6895218,-4880649.8196947165,4694313.929749409,626796.844595737,-596000.8148223996,4
3853,2017-10-19,-6604089.571833828,556612669.1102691,-525782944.472133,9631821935.209951,-9073657003.677765,593527237.9023569,-671409383.9046029,697618464.55812,-586884925.9622967,-5912748.254832543,4057493.9697099407,362923.0468316099,-273330.7643790711,4
3854,2017-10-20,-11772991.844377102,867458153.80208,-859243092.7832159,5571843174.339338,-5682835309.288904,781758723.7597556,-741099869.2626789,952343331.6567118,-896916584.4048743,-6250000.0,6250000.0,12267536.607982129,-12023269.844938178,4
3855,2017-10-23,-3302038.902247948,215815880.4609517,-209703100.24999887,5235316859.151882,-5456194261.114687,690936856.1315947,-590457589.2189391,998414142.1401726,-932561539.9481224,-6431826.000332183,6405042.352680772,11374790.678266568,-11055578.082461843,4
3856,2017-10-24,-3163690.602301388,229145027.50787583,-223207188.63112855,5405621666.443397,-5675589157.257997,744313828.8276204,-698212489.2439222,1004355403.691884,-932973344.7089692,-6393514.563210523,6362131.45729566,10917659.291535212,-10589017.057582542,4
3857,2017-10-25,-68965.56659017026,208482931.73818576,-195820342.31675744,4908125362.1645565,-5281158050.151657,892356964.7747464,-796085483.7135165,976774801.7187833,-915249807.4368922,-6183561.435907557,6200133.163269137,10163489.491740268,-9914807.132613683,4
3858,2017-10-26,-3505006.9559991155,231738916.31815705,-227954507.69206083,5333059546.371395,-5599156047.22146,881390952.6507583,-982953965.9484596,956518466.7284788,-896065739.7345057,-6042821.979980579,6094115.29004081,9504906.17299778,-9296792.86153056,4
3859,2017-10-27,344654.71635983,251539264.35829788,-261119859.3853025,5783059173.830263,-5863556961.539595,799681416.4579327,-971570471.2292056,930491662.6094594,-874750626.9008362,-5939756.9188300725,6094477.927479258,8865898.6511875,-8778822.633315682,4
3860,2017-10-30,327972.48936922126,205681402.61775997,-209914222.3797448,5122031345.871362,-5247747954.183005,921153757.8987882,-880954740.0721278,968231997.3438516,-908623063.885476,-6170912.377692848,6330825.965897228,7915286.4645532835,-7829404.103235899,4
3861,2017-10-31,-9054359.728916446,225866866.91732004,-236019852.5580063,5419636153.934677,-5498814985.404434,786323627.2869751,-835995597.9790771,969063134.079314,-906281443.3531022,-6141396.481372619,6294211.381887883,7463057.334461422,-7362493.867464879,4
3862,2017-11-01,-188529.82416375028,222960760.29652435,-233277011.53666887,5310250081.384203,-5476166305.780943,810299472.0456578,-723587343.3433788,977453857.4276934,-905984705.936249,-6064153.859746372,6254769.862902245,7005968.893397283,-6920701.266074169,4
3863,2017-11-02,1176355.163572288,249098680.0194654,-249356646.7107166,5595622892.670912,-5844224859.560548,1209503754.9098272,-1135699941.802254,922007091.6786296,-858261129.3049607,-5845568.849908896,5981424.772526618,6271192.596133518,-6197871.550322464,4
3864,2017-11-03,-10134293.007320646,266237225.46300772,-285916541.9527774,5855499768.564164,-6033281493.201143,812765801.6894798,-874298987.150939,876775578.1247773,-813702107.1898913,-5601651.30348801,5795065.56644499,5586129.113704072,-5537829.146993767,4
3865,2017-11-06,-153614.42838197958,280371367.8099866,-295333507.42630315,6019366726.510851,-6331315328.91594,835124532.6362352,-705828446.1699605,912363710.7609522,-832163189.6806717,-5782872.914084788,5837180.040421547,4546662.073344896,-4409285.629530203,4
3866,2017-11-07,-1166537.3173740918,262770319.1237959,-286845633.3821784,5910960323.485036,-6047235879.363358,778381120.0688678,-946107529.2709426,871744848.9524913,-770701427.5546948,-5459995.713601464,5576345.383748958,3933227.268979249,-3772819.8976641446,4
3867,2017-11-08,2081974.124867828,287476617.6428019,-293873171.6087239,6057138117.748564,-6254807159.607711,774960438.8836416,-729163739.0704083,838766887.7255033,-761255873.575373,-5217572.396730896,5376300.345136585,3376396.385789941,-3309485.621380685,4
3868,2017-11-09,-2924720.831741343,265351446.70622143,-275415743.2729113,5782541823.839676,-6036619757.367809,772603329.7593839,-715451416.3213711,897690103.6359022,-753603939.766902,-5499963.3751971545,5559223.164738099,3189399.250444666,-2966995.888213119,4
3869,2017-11-10,3164725.812820973,261645754.90799385,-282770813.297961,5850763677.840468,-5981899056.568986,537550610.0957693,-646267677.2592882,922327890.5560064,-771871603.3496628,-5557250.821852086,5629806.794839488,2821530.18348051,-2627502.471688129,4
3870,2017-11-13,-72778.14534305542,262859607.2557283,-289244122.52891314,6164470794.213199,-6346560214.990889,813073640.7595179,-756932919.9724697,908264165.0800554,-750739170.4998,-5690333.692263041,5775205.417020134,1615580.7029908928,-1508323.798079706,4
3871,2017-11-14,-1155489.117938173,262155058.64075783,-305146629.32551014,6378083699.826306,-6398528299.377716,623680854.0355186,-769874108.9681704,862932573.2924426,-786636492.5514693,-5387382.171812686,6062494.989801145,1137730.9522703425,-1186259.6529113683,4
3872,2017-11-15,-1207496.186366465,218210787.53111696,-258088643.88405335,5655559239.26092,-5803124788.344236,902278364.5551636,-779478625.5414383,925354445.937096,-903151886.7131684,-5532043.383206015,6726177.362262978,791893.5010202909,-890912.0268694982,4
3873,2017-11-16,-575576.4957876191,279192138.2166387,-329209388.9979932,6649429901.768885,-6450209105.356352,867132787.0407504,-1204355314.60397,636984462.2950966,-776694745.1360035,-4689131.469793402,6570449.750789706,306691.4452621832,-406570.1271835424,4
3874,2017-11-17,-2238143.6140292794,524550058.8523594,-572887158.6434529,5529369079.832027,-5456176452.338554,788626643.5451496,-637589447.5525191,884607865.6692154,-897990659.7321885,-6250000.0,6250000.0,11767587.7162976,-11929356.840627346,4
3875,2017-11-20,2919019.4523410923,264455241.57497895,-256132077.2240197,5883324254.940707,-5904886390.245106,748687078.2651855,-659328988.7374855,914662605.9209772,-943447051.1396506,-6446124.519186584,6460171.760090332,10846348.44177857,-11075289.238400863,4
3876,2017-11-21,-3540703.2873001737,301620679.4820478,-303542262.35646224,6547855754.18845,-6493657254.131899,739784207.0213386,-808840798.4442137,883887460.6531434,-919395173.9321356,-6360295.547740374,6323751.14537946,10172045.110520769,-10392739.074732386,4
3877,2017-11-22,1358290.6976853204,289353998.1988027,-289239216.5896763,6401358043.401412,-6313404791.325235,488612852.3552927,-523045678.1607749,904006486.1197524,-943994692.94739,-6483045.533306098,6437201.492966547,9965512.611170284,-10184958.98119828,4
3878,2017-11-24,974058.6918471846,294303378.5787317,-289341063.35358226,6579190973.22389,-6528160604.874413,506379087.8469313,-473329679.0444073,921760614.3533072,-965818948.1180406,-6611707.305371942,6600481.400627999,9284666.897009004,-9543756.221961657,4
3879,2017-11-27,335790.7213034441,275078425.3763952,-267351144.2358438,6517241889.455647,-6488151730.253426,629799791.8753529,-610288757.9221948,968160008.9053502,-1025158265.000988,-6984913.299465453,7020075.538766887,8381324.899959441,-8692814.38766521,4
3880,2017-11-28,3301212.4529797053,369959122.9458227,-363713201.6195056,7696701614.304732,-7516518503.388121,1188492423.380746,-1334802802.8279228,850759415.6247911,-892158459.5995128,-6459742.663377054,6449873.186347953,7123313.967851344,-7369777.000901466,4
3881,2017-11-29,70083.64650478854,417803395.7044758,-404802168.5843376,7842790230.258913,-7641064712.743614,1120345897.5180562,-1148573526.2640576,774680423.4589342,-815114029.3364058,-6007726.268965129,5969009.417890985,6161965.313679193,-6347612.744090869,4
3882,2017-11-30,392094.5176714416,461148642.1898627,-462080245.7620384,8463763182.193482,-8124409509.726312,702270160.3796554,-825573390.1215432,719367516.785089,-711690713.4020822,-5796089.053062586,5571592.950102514,5457462.524506765,-5384540.314025328,4
3883,2017-12-01,32062.974462581333,440497291.9977907,-426801928.5744408,8225480315.00621,-7947664742.847858,650881213.9743092,-603938017.6865537,748202812.496316,-763521660.4796673,-5979620.012031883,5826323.760562241,5279139.584734263,-5336681.099084063,4
3884,2017-12-04,3489988.2426816043,478546649.4790518,-457031316.343731,8251646680.448956,-7887123550.32571,979117805.8733088,-1070155345.3074915,680979005.9174603,-668270932.621367,-5286342.789962793,5059451.940576222,3697878.655170593,-3636750.719631605,4
3885,2017-12-05,1876496.3129432972,418238152.0779797,-393395201.0909261,7691568261.223794,-7442013644.647953,726936820.9777186,-613419428.969103,734042485.8393946,-715716372.5382318,-5839163.93419565,5618506.687150018,3677280.4519288554,-3626248.6161207817,4
3886,2017-12-06,843119.4989714144,396503855.9937971,-373825505.7872527,7575373342.648029,-7425653006.631627,601164851.9544749,-498322851.1155562,764955515.5573893,-744794741.2378092,-6036872.874073302,5799184.181231111,3432497.1862469185,-3390173.11362563,4
3887,2017-12-07,-1339206.0032532697,423907718.1327387,-412257982.7180583,7960283449.577735,-7708680594.995291,589582503.1858417,-681775612.9632733,767570851.1371952,-718418832.7328727,-6051080.013490977,5631562.742616863,3055141.354684881,-2908537.095523064,4
3888,2017-12-08,-526305.7430226416,469070321.4323329,-445522781.1485726,8276106759.342327,-8098323189.365203,627189206.246642,-565794032.2534245,755790168.3429304,-680392165.9220586,-5782578.594643069,5322847.975078175,2588000.9813632583,-2394407.3647464258,4
3889,2017-12-11,-737438.7974232719,448690416.44093615,-431424475.4424635,8378377394.740444,-8190190913.805172,639915157.5887666,-644773908.0590491,799071873.4741055,-707688580.8873599,-5990384.305055628,5426567.665464766,1542668.72395781,-1412335.0287726582,4
3890,2017-12-12,3087072.7880560807,434853970.4771082,-419618241.9153304,8185602012.483326,-7755325900.514852,681222842.886581,-918195188.6950326,844112074.460691,-721182003.9128098,-6338597.107305964,5481078.916448508,1225835.589070018,-1066984.0072746773,4
3891,2017-12-13,-1317313.3620429505,432151895.37753993,-425992573.33725977,8365210098.673234,-8080651001.510285,700380687.2684938,-546904579.3035138,870181968.7334917,-668544067.4594376,-6315431.016435212,5541007.017005251,838908.1508943774,-686658.4867182251,4
3892,2017-12-14,1664948.27177506,365936636.6377568,-363650408.6494517,7862285830.727373,-7528138510.092918,710458492.023633,-754508673.1713887,805876088.4022281,-773446598.511119,-6398481.352455743,5981029.355096592,402110.0655687744,-382675.519864105,4
3893,2017-12-15,-430130.5421715332,751049095.4480358,-754557558.6439219,6213215672.516758,-5923357016.330315,1065169632.2173884,-1108796504.4641008,816841214.9160707,-899542974.8590522,-6250000.0,6250000.0,14230314.995614082,-14944677.98016188,4
3894,2017-12-18,2953874.533552328,352992556.7416537,-342898156.3445409,6751629428.008137,-6534493865.85132,949096709.3790432,-883531865.1369116,824935491.7082756,-911401099.0936676,-6396894.358688523,6421570.525856629,13225947.876007931,-13942106.08219478,4
3895,2017-12-19,-972879.122342944,329165961.68060565,-318710491.1206992,6283649932.379241,-6128073148.355989,815930814.1943433,-755705985.3459141,801263592.3717852,-881988931.830665,-6382204.459823995,6372568.998246344,12657953.778301068,-13269278.001350325,4
3896,2017-12-20,-913750.8548271068,334706283.283131,-329874610.8543235,6308899974.718101,-6109752671.18688,609597734.9783404,-648458207.210038,786762400.7735662,-856634496.8981012,-6342354.94051402,6274472.724073248,12098170.115410406,-12548737.879352683,4
3897,2017-12-21,1547964.3212902157,364287952.0632485,-340534382.7925056,6339865813.174719,-6314079554.510173,763678483.0661366,-607691370.7201078,763677155.2009301,-838114869.724782,-6216977.605988305,6218381.36091767,11402914.459844014,-11945394.431534847,4
3898,2017-12-22,-1277841.954826529,359283612.8997441,-328806899.8466524,6249189771.620705,-6341036015.197144,507935913.6151809,-398304397.1113709,784526036.2144955,-848988729.6514894,-6258091.85222636,6273065.495042147,11195700.700339831,-11663557.78716348,4
