Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0.0,302805015.9833342,-302785731.85238874,5054584372.691901,-4869320114.55966,574028387.8392556,-519965777.89155316,6250000.0,-6250000.0,12089059.515645843,-11632609.299490765
2016-07-18,189481.6888182849,304819340.2260233,-297636142.17545056,5191354889.437605,-4903027888.933319,597137600.558428,-540764963.271559,6490715.468673064,-6495085.005101103,11489946.755593805,-11055796.196331408
2016-07-19,2640945.5993980053,291453257.38030386,-284233123.21606386,5126279311.677821,-4838558398.997574,599974053.3164082,-546675684.7711527,6492920.335760837,-6524431.327211654,11163303.103698585,-10795704.074804032
2016-07-20,-3569799.7927251714,312833813.25289893,-313634646.76581,5346060963.741834,-5156070274.971679,609258117.2603431,-548585419.5333446,6491099.818630341,-6521817.693973061,10851183.481561732,-10452426.51542399
2016-07-21,-3571309.8790205475,293605597.87536204,-293674738.5033855,5156896260.178971,-4905884085.21215,619980667.5207022,-552511413.7899437,6434286.939370123,-6463797.501851462,10504460.215515092,-10058297.12723732
2016-07-22,-1619770.8758906866,327549205.31938857,-335028085.698501,5619182953.485847,-5425995261.217185,619394121.1349778,-556403980.4333093,6420229.699258585,-6515000.773359115,10125359.926880576,-9784326.953921158
2016-07-25,-272180.77075978083,307969569.3525078,-310277359.16887486,5530659062.062524,-5268632677.800362,647742696.9820768,-584077241.7340512,6687079.955265624,-6753299.966863221,9436352.30679246,-9121769.248819698
2016-07-26,3579820.8806931186,316485578.8324921,-329352181.8340786,5563181013.999989,-5466046734.238408,647220504.3082606,-589576950.5982273,6741251.519719496,-6825199.348113957,9088645.443733074,-8851454.434634391
2016-07-27,-4624744.924182223,303094907.0118837,-302008947.2481186,5280443527.935955,-5088238616.378422,635716754.5683925,-578898280.8415496,6693459.279600669,-6766696.236936895,8617939.72664882,-8367564.499133824
2016-07-28,1215639.800487019,316885484.62520844,-316473939.97722954,5540391072.932272,-5284257995.675816,640357233.1324966,-577498791.8887653,6655816.38991068,-6601658.846581564,8252167.918960386,-7894776.644905321
2016-07-29,827307.0907007848,332202036.68196595,-319667439.46847594,5734132992.834728,-5336178611.147486,630098817.6154985,-572925375.1941721,6563025.05124468,-6539920.380151149,7755605.654783285,-7465660.276390216
2016-08-01,2855418.9625311503,320155067.3590592,-308906252.2577421,5670227534.268557,-5368069669.097025,641857964.5413969,-591883059.7298952,6644793.789243265,-6748207.6485994635,6741444.903950555,-6601513.633258576
2016-08-02,-7118.85546852625,265081417.40260673,-249677641.84171972,5026002679.038536,-4627012281.223415,656974173.7782189,-596740437.5626572,6769043.346004387,-6693248.57685004,6512138.96984345,-6234342.065161202
2016-08-03,1912472.6105312372,300259403.3556247,-266136486.2136041,5204824878.640141,-4754010006.668827,655193320.724633,-592391200.8185635,6767963.2557666525,-6702079.798291022,6124850.187954863,-5858191.378358818
2016-08-04,-6797040.500557366,307652781.49576646,-270317239.13437355,5260245986.973132,-4735202729.527296,654673263.2548063,-572013573.6387317,6649690.6300653955,-6498961.254312936,5686492.9284981275,-5306129.484667562
2016-08-05,-1416537.1687478023,356071769.70995456,-314897408.45693004,5726245979.495441,-5159482425.755915,621656084.6250032,-561359028.402339,6422382.461906027,-6433453.455268396,5083424.269680458,-4868864.124044225
2016-08-08,-750514.5917332437,339081262.4836268,-300391433.5388111,5651631545.477293,-5032585750.664446,636604745.5858434,-573659589.3505144,6575690.178180003,-6506900.052057738,4095548.1096482286,-3890055.973850026
2016-08-09,917772.801979407,344522454.7041074,-303248777.6032225,5685765552.410246,-5077314487.084629,618902283.8760427,-572029497.2790662,6382013.334672275,-6467173.224682144,3620021.2436528234,-3518719.1780794417
2016-08-10,6508451.669525938,326491165.72374177,-291985955.6360337,5629613440.343088,-5003447716.74907,633822346.7525139,-581336412.8435347,6353540.857793549,-6536009.58751945,3283675.8959704884,-3207659.70416172
2016-08-11,6029147.276362773,352528944.1547918,-309408310.73565567,5801048421.197397,-5224133492.238358,613660820.2379975,-597209087.2632782,6150254.275603803,-6594657.139256513,2826720.5013892446,-2904134.5139658353
2016-08-12,-1282212.0324464592,349197441.3531373,-311195398.1964557,5801865516.19089,-5316921318.878204,612904981.1899004,-596524045.5311341,6254695.482746187,-6545180.717729706,2491566.429044134,-2527776.486416111
2016-08-15,131643.6569200846,372900932.0147234,-334675615.2822417,6082788075.691689,-5519828747.129537,538638479.515751,-558470223.8817213,5845422.409998813,-6101356.717392506,1300833.4377335808,-1347273.1318855956
2016-08-16,-4056029.9166383776,325280910.6321237,-304252174.5641602,5598589668.956718,-5189110646.6177025,603834639.7518595,-531578923.91047937,6326279.791761145,-5938283.7714613145,1071039.0970967247,-970346.7436935286
2016-08-17,2043721.49267222,315964467.2618165,-306512894.7722777,5646940037.364866,-5250745071.325365,644291661.1860468,-541689942.0169141,6661363.618845707,-5925924.568531446,758322.4127204216,-648586.6115251668
2016-08-18,1145211.1096198715,345441049.3348835,-329397695.505544,6098340797.810572,-5581056932.066651,584409527.8995131,-541104049.7854837,5703681.408875973,-5906304.454672507,332280.5334684213,-322748.9045001855
2016-08-19,518408.38669246726,590097159.5902721,-584106178.7018925,4649025114.820896,-4635233880.973588,620258791.8615899,-614585695.7363946,6250000.0,-6250000.0,9988127.393961437,-9957848.379965762
2016-08-22,652672.6137588037,229734147.43333113,-234127076.72152084,4700884692.907703,-4711090529.539148,652013991.8049748,-648367357.6834016,6546980.542139942,-6557326.723737555,9357125.058224525,-9352040.496551815
2016-08-23,-2813917.6905982,243326364.58470875,-255305239.4507457,4904528015.769726,-4921473606.421665,666706842.9798923,-655194324.8407052,6566488.267774391,-6527898.02505853,9085974.042659607,-8996676.966755988
2016-08-24,1396997.8555747422,215630364.8046648,-227739279.48179108,4567528606.1936035,-4588040409.166961,672467938.8354795,-662937082.9715202,6577958.605728086,-6580023.303671922,8762459.00412383,-8713494.921188127
2016-08-25,1382270.0704500992,217717217.57292464,-230702939.36301655,4604328401.683672,-4658380738.88246,669147678.0171173,-670618010.8978064,6623642.346675703,-6615668.045557633,8388527.135864697,-8397132.191817451
2016-08-26,389661.81164306775,198979295.9400227,-214562105.28006554,4253558914.3385234,-4376323295.230143,666105321.8660781,-664805454.2825735,6650254.914730137,-6651209.127979185,8017782.211209392,-8020826.058541258
2016-08-29,5703.053288999945,218200971.629695,-229929237.7564496,4727137810.509189,-4831632738.332448,711774781.6072057,-711622048.3637035,7083263.460669899,-7076911.414999163,7336232.1880649775,-7335624.083061304
2016-08-30,-378308.04853626096,212859695.58328435,-226936212.54909885,4592389509.963412,-4744764032.020546,705520148.9636264,-701880717.3690478,7001856.3622267395,-7007160.476799759,6856156.693928363,-6847882.039322999
2016-08-31,1394553.359868947,194561712.1095182,-212665645.00593707,4398719757.923288,-4627313142.725637,713680416.5676425,-714893748.8379998,7042965.136725029,-7085425.460538389,6510665.502878943,-6539598.812429133
2016-09-01,-1335881.147743045,190134584.8679732,-210397724.2817945,4367276846.910156,-4626196104.407266,722137855.1509298,-714471813.9127991,7098204.044960639,-7117324.704441684,6159468.95395682,-6140457.353662722
2016-09-02,-45238.941227861826,221964195.4000809,-241059064.76323444,4939104759.327122,-5166102666.424679,732923768.3850483,-718056703.1862822,7187690.981464833,-7125251.616629127,5827401.211374104,-5742192.672445757
2016-09-06,-1290598.8404044504,207259945.05301896,-223240732.9076454,5129974803.951557,-5312736670.377214,797347503.8601452,-789812539.7908249,7972852.759368796,-7922088.006839221,4573662.196235874,-4537369.664995401
2016-09-07,-844483.8649694396,226218145.78325874,-250567494.66316772,5353255684.923264,-5613776969.254586,777474364.052118,-763415789.6022536,7918696.668646699,-7784758.443143219,4049818.0796952927,-3981215.881610809
2016-09-08,-1546349.7395948996,205359642.4700793,-230192018.0171802,5019780256.703348,-5303499890.536684,848185250.2666421,-819128707.6262674,8342391.818182432,-8228642.823580073,3863343.110665718,-3770284.2356834123
2016-09-09,5866379.84195726,92634759.9043893,-117638027.31396224,2533602545.6424923,-3014341690.577525,639570712.165282,-692930791.5077384,7263945.026785057,-8092973.844237171,2770910.544919033,-3037777.747357551
2016-09-12,-1951180.566900975,113068656.72054583,-154224796.12337786,3343546932.6527004,-4090783842.7610927,866182163.52639,-867906542.2843552,9208760.581965648,-9744366.839386556,2078289.5252395761,-2133801.2341699824
2016-09-13,-1296574.0677106886,68841956.41527157,-100683507.53350593,2058258719.1290033,-2733648521.959478,587550361.8226204,-679537814.1060609,7324430.753905767,-8537269.808466297,1148340.7612188528,-1327346.0391951606
2016-09-14,58280.99172344181,58655882.97315928,-91069625.67023161,1810035314.885878,-2494931046.1635227,588932438.9876044,-670672333.1220224,7456338.1630735155,-8515538.4678035,775129.1746876676,-880399.8077844554
2016-09-15,1415026.2508898862,83141130.76044539,-124689133.13367939,2639011559.5777383,-3326173980.9292383,795750789.0766273,-821639930.2214538,9262354.484291425,-9723774.612108625,503353.0348099604,-522189.31718789676
