Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0,302802947.5850969,-302806825.7418888,4844672729.914175,-4751176520.433217,528819201.16009164,-505295570.28240514,-6250000.0,6250000.0,11571128.798260419,-11340489.086710636
2016-07-18,-1054642.598654288,294159001.6893817,-302896457.8346312,4840226210.297876,-4812876505.448042,549588656.4705529,-524245111.34539795,-6485214.9245783705,6488617.671220543,10984293.112298213,-10760861.65265757
2016-07-19,840576.191689441,281132470.61178654,-285600119.5466705,4787524004.301105,-4730311265.643387,551837122.9388778,-529736251.36045957,-6505513.211940711,6515192.767342487,10685090.564153105,-10502659.029455066
2016-07-20,193759.54636880476,301797690.9163086,-307111416.470639,4998742910.165689,-4948354485.296274,556158620.1374226,-536666434.34242463,-6517418.312699124,6537816.569933791,10371020.497332163,-10223849.100142814
2016-07-21,-2855006.6228236733,280219669.7494392,-288777249.08467644,4789027486.988789,-4729340731.706507,564989638.3249124,-541866425.108197,-6482765.263067352,6475267.500751428,10052257.212963257,-9847833.970134787
2016-07-22,1584650.7344862851,310905282.15104586,-322992873.3129822,5175739616.982443,-5173508835.600382,566163594.6086447,-541868052.2978213,-6504342.55609615,6504747.957067963,9736137.682862729,-9529299.987735294
2016-07-25,911605.7543170508,289284034.9277454,-305510697.19408524,5037107529.143301,-5075061082.453068,590321416.9985485,-562592408.972018,-6736788.529009928,6714407.5663311705,9034285.359749738,-8817696.16611151
2016-07-26,1173677.6185656341,301143473.7132333,-322373998.82111955,5128094799.229784,-5205565382.202916,596197936.4728056,-564887820.8643217,-6805666.483204827,6771000.002676897,8765371.966446068,-8525101.987513604
2016-07-27,-1693162.25616179,287009428.9838687,-316090010.4031986,4842777628.131206,-5008295095.377078,583422682.7804863,-554656992.3304732,-6695111.376539142,6699582.956144544,8247184.579706691,-8055143.071024535
2016-07-28,1299241.2246555071,309327044.7748817,-327284718.59833753,5101712518.449851,-5160425896.059784,583916319.8084219,-551463355.2479421,-6558587.282327576,6599656.250623958,7807131.149897794,-7626512.617508005
2016-07-29,-556041.9080953987,319660232.2086264,-340166722.89650166,5237330718.813522,-5297064490.729393,574879492.7192982,-543489770.1743857,-6493409.065203752,6471062.397866796,7359999.699249402,-7164242.060938354
2016-08-01,769127.7508944082,304562314.6267993,-329757757.5445789,5195215174.643484,-5318042876.4871645,588618216.4538797,-561134982.3243752,-6629959.184379788,6627794.647987306,6443744.600230731,-6304787.512684194
2016-08-02,-5371213.872098802,241903873.47256523,-281561016.99757844,4469812655.082735,-4750880619.07773,601411257.0618834,-570044854.3044924,-6642751.298996381,6680915.225932956,6161896.271917348,-6023718.94057552
2016-08-03,3681836.5579393255,264926871.27263236,-307943168.9962614,4608873859.332133,-4939955410.826769,607363244.4968879,-574237191.9246693,-6707971.3950228235,6693845.070614134,5851480.000734196,-5700162.42628401
2016-08-04,1752467.8794670184,268390226.83290488,-320242817.99446285,4583950479.702738,-5013326262.106565,600415271.3464733,-566702323.2776481,-6625767.950165287,6507622.727281624,5419069.268226504,-5224671.644180374
2016-08-05,-2270548.855913334,323058319.89564717,-376675927.2863551,5094774248.672878,-5540919645.068909,598968485.71724,-544556898.1670685,-6617205.264333002,6371661.614570761,5048293.003412402,-4725096.322994562
2016-08-08,-904280.1610769525,309662950.15846205,-362858333.3836092,5003898085.976861,-5481153958.242683,621174500.4579095,-569332624.1235906,-6790338.457440385,6603895.873036588,4092804.454226668,-3870799.3238968453
2016-08-09,-1255748.8602343127,311847046.571046,-368728553.9275721,5081610098.9904995,-5539617887.853363,628150187.8126674,-557468428.7189445,-6748802.203172377,6446252.725588815,3729361.6477090013,-3438957.5255245874
2016-08-10,-1555585.177808816,302164356.4866856,-351444342.00961614,5052259485.995967,-5430460663.413696,654707015.4415381,-569626162.1033614,-6865013.7121790005,6448758.906330042,3447185.350975833,-3128229.6371258907
2016-08-11,3090550.6725925505,324711335.07238376,-378509993.5210108,5198012061.687065,-5677953561.7115135,659637631.7312754,-564192193.1640677,-6866507.140336521,6307726.2132921275,3075569.4168171287,-2736075.969044962
