Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0.0,302793960.8737955,-302795172.84571654,4844613955.780783,-5005170919.535408,525013434.1885067,-553368535.5479119,6250000.0,-6250000.0,11571215.690592274,-11967581.868310966
2016-07-18,504650.74357689125,302668308.4844637,-295611909.64241797,4928804635.848082,-5011480893.371147,545542067.7601731,-576454781.5924312,6485174.870456177,-6496559.687610506,10984540.148278147,-11385502.415438205
2016-07-19,40414.14730408997,288560133.36119443,-280786663.67148757,4870432587.689161,-4909431134.1212435,552439298.9335055,-582238789.8746023,6510244.297858441,-6522566.469464203,10729543.718350362,-11105991.787099937
2016-07-20,1129905.4588681061,313618280.27224267,-298576989.51967806,5125706338.497926,-5108465045.147976,557565790.6777899,-592525819.8748589,6511614.582651297,-6540632.8320264425,10414695.694410097,-10841309.087519906
2016-07-21,-884614.151887189,283411796.7209992,-278513427.9567868,4792188403.480257,-4870156155.085575,563267026.3136868,-596767130.7459289,6501342.338246241,-6454056.472261442,10087539.843898062,-10409309.04540636
2016-07-22,4032921.024755639,321201486.22191554,-314424567.66889083,5258157747.117899,-5307215772.874202,557991642.3323386,-599941944.012126,6508741.8516372945,-6476573.483837992,9715157.865295732,-10092672.621387735
2016-07-25,777091.7748030118,299091871.68450856,-293612035.24262416,5125457744.753383,-5142975884.529209,582662113.893094,-621951514.0077934,6736835.04061158,-6671277.267859485,9019074.603195416,-9324386.84938287
2016-07-26,-2040504.1445707795,311818970.972632,-304404375.20854586,5263414623.917845,-5246233105.242968,585181034.1720531,-627590503.54986,6806541.185390431,-6785084.449758974,8720413.979417173,-9071633.360519119
2016-07-27,2356271.236162899,292989643.7157633,-293089664.09789467,4946854475.640642,-4957548502.42458,575475940.8707302,-608942383.0547892,6707548.332645151,-6677918.023394629,8235481.841195963,-8505750.625279088
2016-07-28,-3316362.1488283975,312304495.3734101,-314402966.20272183,5182804390.791765,-5208416053.110402,572002659.0341035,-616676716.212592,6562681.636310274,-6600469.612680169,7775987.342418203,-8135736.374535279
2016-07-29,5221976.197937967,323504232.85300565,-328620709.37891656,5249619303.740011,-5380979680.736928,565898557.514293,-610650636.9974481,6490119.101017295,-6471515.513344024,7348360.307398466,-7655128.650895029
2016-08-01,-353499.2433977014,305764585.3283776,-319833710.0812078,5222749511.601409,-5352162566.533377,587959850.4621968,-628286980.4445033,6688589.775626326,-6538005.438861599,6503348.571509665,-6688014.027289101
2016-08-02,3238105.080539204,244440454.93077418,-261111084.3175576,4553422208.658417,-4630321062.581228,600695809.8496823,-633696962.5445693,6777186.757692492,-6598868.606598343,6247385.004185325,-6381221.182604473
2016-08-03,3668468.657531684,265544090.51988095,-284403587.20073986,4712395283.186735,-4781199267.986178,606729609.8189456,-626494188.790409,6842442.1614179015,-6595934.587267138,5934315.5138712935,-5978873.958787154
2016-08-04,3130658.977051776,276114510.0313605,-291084458.8890782,4734137561.752114,-4827446393.222634,591218151.9069731,-623071516.8207166,6618580.4381475635,-6451488.598103966,5393510.791096946,-5522184.662698037
2016-08-05,-4526424.661744199,330839968.00425434,-341864719.7931526,5209188743.107541,-5287570344.468258,576520488.5262119,-593983236.5556452,6466631.003492763,-6334107.393770174,4915097.457600973,-4973271.499995034
2016-08-08,357814.6404579473,318385137.3643384,-331071484.84402716,5132688635.076538,-5254331479.211233,595458755.8600327,-609975561.9372222,6566573.753396951,-6463246.100951916,3960403.089146195,-4012327.3924973
2016-08-09,-17184.035476102028,312322707.9739747,-341008881.78054124,5155188552.661249,-5333135617.599337,597697481.2076685,-595733513.6512372,6627405.843986652,-6238743.416536984,3618704.7871608892,-3543048.344601865
2016-08-10,4516036.092551645,298423813.2852087,-325991637.97086823,5062289459.483965,-5251759813.445169,599905832.6793752,-629728515.5672649,6627848.797685524,-6377166.812159199,3261869.4454771695,-3305497.6872646715
