Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0,302798894.63688874,-302803189.71867955,4732397782.290163,-4876879184.535324,498433938.8110431,-533892828.94323266,-6250000.0,6250000.0,11294343.400642797,-11650658.041254882
2016-07-18,-91730.41645518137,297685194.8782569,-300910124.9175656,4770646682.888934,-4942553424.1765785,518347844.7743207,-554575311.3576256,-6488192.994446807,6494134.720790949,10730132.529904429,-11065063.374991
2016-07-19,-392037.59768305556,284633531.5425552,-286138332.67016244,4728992141.217979,-4862621655.008326,521072174.71551615,-558921247.8128989,-6494467.591547377,6516349.5124696,10439799.392729562,-10783289.834677612
2016-07-20,-2991736.3521767845,301458961.0089396,-311162667.540535,4917335461.025718,-5108483070.593119,529397435.0934661,-560520007.8677305,-6510417.622239964,6527503.548035048,10174520.73499908,-10447430.56355672
2016-07-21,2003848.3511150097,284905009.566149,-288940818.41302216,4720261522.203779,-4884416058.770695,534426157.4314461,-569035760.3925254,-6449893.81271668,6494665.890665208,9803584.998151585,-10119273.635591965
2016-07-22,-138838.6619985631,315374855.2702928,-323332038.9379885,5119090961.341757,-5315671551.067543,535655836.9247843,-568372420.2155366,-6484040.505210803,6502494.061396034,9503705.515186828,-9773483.366534937
2016-07-25,-1287992.550080828,297013767.7789104,-302353475.55160373,5036659782.248248,-5174741665.610861,559000136.0921667,-587591436.6039901,-6726164.866197454,6700415.017767228,8830543.154686533,-9015903.764144002
2016-07-26,4054465.2760601817,308695321.11827576,-319575448.4601947,5106984697.939867,-5351703133.048816,559456880.7615271,-592835572.0112057,-6779248.588278907,6769091.53005787,8521874.38543877,-8747036.81082515
2016-07-27,3080139.2628645576,299946900.90140235,-310303595.29483783,4859291755.346438,-5158812000.818106,548011039.6067474,-585256175.2927712,-6681079.346484273,6724248.695725046,8024756.030674417,-8307036.888933683
2016-07-28,-1620783.4335853083,316777159.9455054,-326813792.1664448,5058059102.699833,-5340163841.278702,546827797.856189,-578873705.1610632,-6526695.066459641,6593965.184731369,7578315.32416128,-7826111.383793785
2016-07-29,-1607978.6917612366,328929003.0093446,-339382327.95394564,5199396516.909081,-5472581303.757397,541218219.325548,-569519445.7883106,-6443399.659737516,6488242.301864258,7152409.607264377,-7354782.547951476
2016-08-01,384210.03747459565,316220625.5367769,-325191846.4678307,5185545682.240771,-5456142455.428937,557618901.1511983,-583907938.1005404,-6575071.3764764955,6656233.463242047,6275384.533788743,-6461228.2780714985
2016-08-02,-426604.4080635675,251550533.23094055,-272461121.5564779,4446323256.986828,-4864879483.466803,568286026.4294637,-600449961.0460651,-6617213.939855171,6769272.38819043,6000572.977852337,-6242071.049172547
2016-08-03,2032865.1821618802,274125067.21786606,-299917770.82507896,4619065740.112006,-5044545917.308932,570594654.667071,-598770756.0654902,-6654353.252690149,6747075.741772854,5675670.583375725,-5859582.578870857
2016-08-04,-3570448.3748903773,279826258.88609314,-303212297.7348348,4668141322.791396,-5008846447.632877,570195229.1287408,-585355981.1528647,-6560646.13564766,6583647.582441807,5274717.055004396,-5359545.195556724
2016-08-05,5676519.363448461,336241238.7720378,-358539192.6957042,5169827086.012728,-5530568364.36361,551151437.2084608,-571789013.8823134,-6464757.076003572,6475547.152257456,4800801.4920647675,-4901134.44692824
2016-08-08,71105.92791217926,323741558.06766623,-339302028.60505486,5121055206.953495,-5423962834.941166,575537271.4625871,-600734660.8601213,-6703279.402627965,6701773.226533746,3927027.619132858,-4016885.8229977065
2016-08-09,-2374815.6917843954,324634781.1134995,-347034266.63173246,5182287113.277529,-5487876019.349785,576847333.7482255,-588498394.6445111,-6640689.155282153,6528146.205107052,3549950.8048532973,-3570379.1177834123
2016-08-10,-1238872.366761435,307143361.8598222,-337159130.3825762,5070189015.650167,-5420471742.561918,594359758.0856378,-599840902.9277539,-6663207.743948856,6572985.232628839,3243010.1478350637,-3252943.30357434
