,Ticker,PnL
2016-08-11,VSTO,-5298621.6134745665
2016-10-11,ILMN,-5230030.532696539
2017-01-12,VSTO,6690695.649455935
2017-04-20,EVRG,-6228347.700551358
2017-10-20,SKX,9894843.520141728
2017-11-02,NWL,6457053.952243813
2018-03-07,MED,5077572.886528468
2018-04-20,SKX,7530172.56963748
2018-08-31,SWBI,9362264.67763479
2019-02-22,KHC,6578284.634688369
2019-08-30,ULTA,-6403013.198658098
2020-02-19,GRPN,5256950.624556754
