Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0,302799253.9689409,-302803284.4937601,4823939408.986124,-4781889834.534399,519025570.25682247,-511125423.826043,-6250000.0,6250000.0,11520178.913274687,-11416343.836360138
2016-07-18,53302.14746833983,298549876.6748158,-299103092.05304635,4851436389.198902,-4820454460.160057,539636125.9175236,-530443839.5513989,-6487591.316710416,6489351.147789285,10940504.093194071,-10833741.853631128
2016-07-19,1243838.2241687644,284151679.520059,-281013403.5485095,4776047775.84215,-4721049768.031757,543164592.0982931,-537141988.6477246,-6508111.740075988,6509659.286014716,10646732.514243415,-10585381.33921071
2016-07-20,-838.8569395032246,308056957.756532,-299827537.93198025,5017434177.785753,-4923923565.485746,547910396.9297013,-543711358.859286,-6521988.140033024,6529999.2221329305,10340509.31957269,-10298393.580527328
2016-07-21,712368.3683686187,290008085.3553567,-275985907.35720277,4817576172.621727,-4678316392.541674,556199860.1871693,-549432531.2357126,-6473722.3147995565,6489552.413182318,9993813.047986066,-9948122.264238257
2016-07-22,1893432.3444217974,322070084.37563276,-306161062.73554707,5222848072.944222,-5097024301.298156,556441630.4043458,-552419478.643185,-6491954.336976888,6531938.738489797,9670430.055102382,-9660042.885792013
2016-07-25,2265917.6546937446,302533687.1142471,-288035397.5455517,5091732956.148467,-4999598731.124899,575603190.7887809,-576174828.4645824,-6691443.951062188,6760720.267506426,8920857.170103528,-8966844.093177453
2016-07-26,749434.6590287432,318656346.3706207,-300108713.9137042,5207615020.082216,-5105033897.004206,579359806.8261733,-581033147.7717559,-6745802.523005429,6833802.728151586,8635588.360447023,-8701052.54756162
2016-07-27,3428461.136778672,305324990.73652625,-289703752.0010839,4930955140.157825,-4902830258.546486,560243462.7460977,-575680499.8897486,-6628438.348177436,6779034.77221242,8073417.274526011,-8271493.958970915
2016-07-28,-246970.84590544365,323100966.20843893,-304884130.41547483,5106050028.478762,-5107396984.81541,559908897.4287643,-571212859.2774588,-6520050.951591272,6647264.425895431,7656625.849671943,-7801839.113525577
2016-07-29,211814.1925854499,337527630.5149812,-311072625.894365,5261677377.473324,-5213339749.302332,556274192.2483597,-562670635.4348478,-6476501.442888619,6545478.039095382,7255964.380479948,-7346323.48719213
2016-08-01,433816.7019501164,321437126.5740392,-302752172.93562305,5219115482.951179,-5236625319.640307,573233783.6062667,-577203746.884301,-6649009.855141837,6682585.982372405,6391287.588869947,-6434509.113402721
2016-08-02,-2749078.5047246595,258859968.79480195,-248833545.52430612,4530438237.121813,-4571771834.258128,577000636.2254441,-588146641.0198469,-6675130.402616507,6709493.146158925,6069552.888860866,-6147532.078998052
2016-08-03,-748099.357920212,281317553.2342594,-275199114.11595535,4688251573.497623,-4740276785.977526,578408514.7341261,-589929383.6536238,-6679525.889842444,6740734.877404091,5723206.696377664,-5812942.81032568
2016-08-04,1692253.092791731,292033907.9080323,-280288989.89804757,4716611720.967201,-4745431428.171081,571596814.0173218,-580000670.2123737,-6517390.721181806,6607871.057368614,5265528.276906217,-5344498.023135029
2016-08-05,1937229.849260394,348115669.71168506,-330718162.83434457,5192060837.913101,-5230777218.082808,557854598.7413952,-565271459.3338323,-6412453.967968254,6531479.884716429,4823598.729747437,-4883644.8067642
2016-08-08,-441509.9439412955,331641087.94227123,-319740770.414971,5116072173.806079,-5168765636.841419,577175822.9655911,-588188087.109147,-6628433.725532306,6746908.292469175,3920839.484715419,-3984695.769735951
