Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0,302807700.9107809,-302800419.0815742,4714369032.941856,-4890102106.621907,499702710.12036264,-536303420.6031219,-6250000.0,6250000.0,11249580.226827892,-11683332.933052732
2016-07-18,304709.6749352755,296620622.76303744,-299663926.96541005,4726598759.924587,-4934651191.540091,517738652.56313604,-558245580.2953916,-6485894.0816135,6487860.186976595,10666053.26038346,-11101427.166847441
2016-07-19,-1357265.1249260264,282536591.76043427,-284570367.3736063,4653436603.553577,-4876034393.393677,522650269.11775273,-560490208.7085557,-6497822.397310387,6503015.395890495,10396439.126737867,-10795356.796539094
2016-07-20,-1745306.5890692042,305868002.60995126,-305258781.5883227,4900792294.712319,-5078241297.20496,530270491.8216253,-564802917.1451187,-6522520.812984401,6510031.171885937,10129748.2272047,-10471034.18648943
2016-07-21,-1635874.2790402896,283435577.1201893,-291486261.08869296,4664681071.428292,-4900971549.077899,534780763.2087859,-570161418.3209639,-6483013.490909874,6421153.094623741,9776051.324233588,-10060891.85754976
2016-07-22,1555877.4319131179,315768620.6651199,-326704884.4280291,5063030214.6653385,-5353824327.024164,534244502.2662836,-572516333.4115813,-6492995.263699528,6445092.45381739,9441808.868377376,-9753471.84925403
2016-07-25,441784.0042948846,295163965.3766867,-307017443.0596988,4923710171.13039,-5245532064.011982,554807967.0433744,-597334867.7175562,-6722194.4468808565,6670845.489630194,8744705.58196326,-9053327.661823045
2016-07-26,-444435.3023362984,307080868.6713741,-324015555.84621775,5014195306.4253235,-5380542433.941815,559292996.5417229,-599024682.6617191,-6792715.480322078,6701847.410715661,8478198.853535928,-8737162.148661267
2016-07-27,-3898397.9748913096,295752879.4964058,-313394289.8259226,4789274794.327451,-5135060705.841662,552180729.791109,-585617934.5099595,-6710690.285972078,6637202.444686985,8027043.775962522,-8245349.29470407
2016-07-28,-1908382.7713909424,300296764.63374895,-342008442.0003972,4927440246.72855,-5409392472.81962,555446930.5780174,-579428547.8184018,-6640528.904784203,6463855.210862702,7659826.565518238,-7742867.981254512
2016-07-29,1620069.7637180625,308861930.2977258,-354906063.51401925,5026989006.803778,-5542901397.398678,550067041.5461257,-568892806.9155469,-6570575.905125791,6362595.602159288,7235322.689824421,-7274403.287218338
2016-08-01,-537537.5355024735,296372674.5562614,-340260706.67823595,4976754075.602029,-5563434159.026773,566973535.132454,-583960689.5171258,-6706322.575233217,6508658.56458362,6354116.802512454,-6378949.324521823
2016-08-02,2678218.9265507814,246326661.63731718,-278453874.46367025,4360933476.269011,-4902521631.813158,567485477.6561632,-609843703.6027979,-6658078.658801768,6669895.21102006,5986908.392054042,-6234034.417640878
2016-08-03,-502459.3060717047,268261796.82000822,-299776003.5400224,4492137298.113259,-5033794486.27902,569969166.7128723,-610189532.5241984,-6733171.261406051,6672316.727952497,5684231.230424423,-5867776.555871792
2016-08-04,1014232.7406364676,281250422.52533686,-298102467.06512403,4577303163.802574,-4991216692.329163,566780023.7720424,-607089717.03496,-6621599.037838742,6583536.686817953,5261537.492215841,-5449965.26310695
2016-08-05,3456769.954956576,334409877.70508564,-352855557.9486393,5066032969.869331,-5458678023.09327,554540958.0969268,-585117910.2118266,-6561396.705502224,6402522.484512284,4838209.283026218,-4918483.344266147
2016-08-08,-979307.0417662871,322063575.43933284,-337506354.2772095,5021797274.548455,-5353879515.954189,581324082.7623804,-602619721.4504493,-6850767.754317683,6546414.241861488,3979242.9837917355,-3969808.2529828856
2016-08-09,-3874320.147799185,326971991.08154607,-338504750.7475788,5084745335.920794,-5426500663.772018,574753130.9441342,-602098655.3944235,-6740584.652870716,6460980.616182729,3568332.4377644956,-3575349.2897293754
2016-08-10,-1935413.4815338769,311337727.70619535,-325311003.25658953,4996245442.055553,-5322398465.538738,599143198.9587431,-611721932.8939097,-6837280.201997553,6429120.519225132,3301049.9303881126,-3227075.452035496
2016-08-11,4241710.451961079,338807839.81342757,-343476741.53955865,5234759993.984108,-5422257810.623118,602533655.9704213,-614326184.9877512,-6831178.811004505,6363815.629405718,2939427.0329882056,-2861172.1679914314
2016-08-12,-772802.9263275892,334391881.22410905,-342933383.0706378,5201364480.608257,-5430311649.3505745,604685247.5329065,-625585700.9601951,-6892763.047385349,6319157.0333241075,2589359.634645081,-2517264.8563293973
2016-08-15,-1570239.2129037075,362701714.3501494,-369030114.0107689,5515874032.081326,-5639583821.222488,616128315.5212493,-582916214.4907196,-6920909.168393803,5937766.806578749,1495732.520639458,-1344937.9789262
2016-08-16,-129040.50367851625,322188999.8100822,-328910636.05218625,5045365527.703435,-5161586144.891585,636834399.1611719,-537748470.6627975,-7143778.113673558,5832939.800542815,1155665.2109894704,-965764.2258717909
2016-08-17,-1421612.4442093186,312984807.4423075,-321625009.88936126,5099205032.2342415,-5180408232.942219,710432757.0228332,-551552626.7173811,-7597131.433477242,5770090.133084539,837085.1571058221,-645468.2156042799
2016-08-18,-1171511.6697758972,340147424.88408494,-353403242.4185977,5516985276.395584,-5523932121.944706,724311456.2675734,-559059045.509415,-7259336.723491099,5817154.666283216,411787.39691631316,-324880.20992897946
2016-08-19,-775046.6946263483,583999222.9252212,-606542614.2327062,4530667006.63612,-4555500959.239476,591088972.5998981,-597029419.8375154,-6250000.0,6250000.0,9726963.069516739,-9781718.345040224
2016-08-22,245300.0560749254,236715415.55779552,-233541266.77967948,4643581741.717007,-4623685966.330606,621315098.0533192,-627575385.1905506,-6545137.403797049,6548011.664454416,9111756.246793743,-9165985.698759161
2016-08-23,1265941.9936450045,255653229.8415351,-249672572.52949387,4862078242.692112,-4835666017.2061825,632272444.1068532,-638947214.0703237,-6528666.601048805,6553115.6621847,8801676.100849967,-8873570.00830761
2016-08-24,1397733.9106749706,225473136.7541869,-223426251.09679514,4532708257.666807,-4522747140.072382,639212923.97832,-645841239.5193362,-6582175.266587907,6597191.030534243,8521495.161328843,-8583659.084531609
2016-08-25,2505231.9023945904,231885090.6906859,-225151978.5478844,4634353342.317446,-4612465519.41515,638006864.3313195,-653305586.276568,-6611534.40182708,6662931.73235962,8162990.967592358,-8299055.395809192
