Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0.0,302793620.54329926,-302796062.96231925,4857207740.857824,-4873714394.22188,525352805.4140356,-531720644.7997023,6250000.0,-6250000.0,11602380.160028791,-11642984.775693068
2016-07-18,-2435695.533931036,298301422.09939253,-306319974.6557009,4912111600.875313,-4952158479.735694,546600589.8060493,-550390119.7889476,6500303.143489574,-6482345.966938392,11036655.481204672,-11026606.769858573
2016-07-19,-970176.6094466432,282258947.80505097,-294506269.5544754,4838391332.591237,-4913891433.3993845,551631469.6599135,-553657407.783487,6540443.130242344,-6499220.076791032,10782518.39871201,-10730305.350783
2016-07-20,-997540.9887172084,299878337.1488391,-316831045.02651525,5035841500.564894,-5160451163.136923,561289864.8819349,-562922050.9651911,6575644.715728801,-6530418.449197838,10532020.39771476,-10476679.425846834
2016-07-21,370648.8503965596,280676423.80030704,-303566717.19883406,4808179142.276342,-5011267329.700251,564803289.8902329,-567498448.9136138,6491844.679257633,-6493578.724622063,10113098.797735967,-10110059.746353943
2016-07-22,962277.7909632374,323385104.22496533,-337811579.34760237,5337030007.59013,-5458153659.802971,566858336.3219379,-569071566.0081538,6521000.623596638,-6503323.003949579,9810749.997407064,-9785591.39916222
2016-07-25,3791937.0089194803,302348887.38739336,-317207033.17713165,5203332036.692681,-5356245515.3750925,586816043.413281,-597415304.6485287,6726244.854022659,-6772145.001335733,9053627.175386548,-9142195.486763783
2016-07-26,6291031.446852468,319774083.2246565,-326450253.9823551,5307022530.596085,-5476800027.350294,584599329.8567816,-609992184.2593777,6786645.535272488,-6850007.049508022,8723940.963774987,-8918853.439599331
2016-07-27,-641766.3273316962,308903901.5112387,-311362693.779133,5073188176.730032,-5180185438.925371,568375383.120417,-599718195.0463688,6682718.425381988,-6764529.629218252,8195625.1005250625,-8424086.731815532
2016-07-28,-5136341.654526472,324252865.5691924,-337193201.5794509,5327047730.948807,-5412543262.604183,569234767.1151962,-596917057.2117798,6533248.357555056,-6679297.776594615,7770243.695213624,-7988594.658749361
2016-07-29,4543520.95554395,329002992.8717716,-352073554.87435496,5368596997.507147,-5550900660.228235,567018205.3417618,-584156220.6273525,6511986.761016067,-6573241.6703379955,7388745.05764154,-7489570.565172795
2016-08-01,-195462.8179754475,314245505.41045076,-349297662.0577697,5338953492.16349,-5611057913.747437,587336499.4359896,-594777378.5985885,6698197.8456133865,-6625912.63960311,6533395.590290613,-6488822.412662482
2016-08-02,5137821.7037891885,255768506.40100327,-286582412.09822345,4639511019.340637,-4938958846.208843,594292342.329889,-618796910.1388249,6720652.961337043,-6769897.547637314,6218646.0267400015,-6315720.594843319
2016-08-03,2298868.5803824076,282768559.9344219,-311401319.56705266,4812091151.274427,-5071661857.455782,581246547.4109225,-622518218.8565605,6730457.016265491,-6803789.357691335,5802578.432275942,-5988598.667078208
2016-08-04,1862629.1224018612,291096094.7427566,-318760490.46906006,4929627638.730341,-5183101739.670284,597940555.1241806,-613398510.2934719,6775160.169603373,-6673701.566770147,5528862.568127515,-5507143.052272329
