Date,PnL,LongsP,ShortsP,LongsD,ShortsD,LongsG,ShortsG,LongsT,ShortsT,LongsV,ShortsV
2016-07-15,0.0,302801779.98201466,-302803854.6610208,4743558208.364597,-4991601795.88414,499060955.5650921,-557356568.9777336,6250000.0,-6250000.0,11321892.693224829,-11933766.306640185
2016-07-18,-195850.9277867392,299802731.7021855,-304864305.42033696,4793685460.948096,-5100407855.560541,518896795.6628917,-579685630.3642172,6494787.716890064,-6493219.987389664,10759759.86704451,-11337642.470045399
2016-07-19,974605.6622214438,287056254.4169841,-292531262.2168443,4736711892.005056,-5069108005.784134,521844010.71661556,-583649351.5804105,6513930.612645263,-6498661.362842552,10470943.134259231,-11038080.134587685
2016-07-20,3502434.249098853,309883497.5874114,-313305761.67574614,4972461303.91673,-5310574939.253468,525233157.7524389,-594953879.4366753,6530483.860978782,-6502710.574422709,10157480.535600483,-10762302.569451757
2016-07-21,966321.2934462656,288164178.111529,-289585135.1871383,4753362534.171007,-5069699690.600325,530844990.90859365,-606737218.0661495,6495669.95663151,-6480775.789250733,9824763.175280336,-10453232.474653944
2016-07-22,397479.46861882205,317837526.34816897,-326726810.04512215,5124166176.904574,-5559428305.341046,529863027.9463879,-609815357.7450397,6516265.010525443,-6503725.909003534,9494996.289517026,-10134570.392442178
2016-07-25,-764849.758203495,295695634.38563764,-310541894.10729194,5000103023.438531,-5498834603.386801,553970965.6209831,-638205122.4417942,6747732.7693349235,-6741622.863973858,8826288.80343355,-9429005.653870467
2016-07-26,1152234.2999723163,314222763.45828617,-321923586.17007995,5194742381.771381,-5581195320.697336,563566924.8044271,-645576487.1037705,6832133.19651885,-6830392.920508142,8596813.208174173,-9160924.09678541
2016-07-27,-2230213.0931917056,294396376.25926816,-311142353.22780377,4888107948.650901,-5362772590.928989,559438521.484684,-634705639.7164013,6723766.7141495515,-6769150.695126648,8137233.046262404,-8670070.74702454
2016-07-28,2482397.2343526464,312439954.32365036,-336962529.8775284,5154874038.407066,-5708191211.317969,563468497.6457598,-628471078.1064198,6700569.561473739,-6595804.158675153,7795032.369770848,-8150767.358161878
2016-07-29,986104.5362165922,329097376.79055357,-351165658.1910544,5305659911.556357,-5849997458.999784,546674438.5308713,-619534156.5486737,6485588.783025619,-6545501.930855827,7208344.026939738,-7694491.426940981
2016-08-01,-1275695.8636838286,313529461.055123,-340075495.18535966,5269381517.588652,-5882093724.929125,551186598.8891736,-639239316.5291328,6530217.473378651,-6714637.620541907,6226036.1688745795,-6768904.756467848
2016-08-02,-4033518.743677164,266281929.62109995,-277114809.9116766,4722628008.2344475,-5156908418.763985,569484480.004491,-659211683.6202964,6594457.427190533,-6875558.371903008,6004911.614317293,-6564244.662471811
2016-08-03,4124902.9941187454,288692119.37523735,-297276908.4061329,4871478358.504219,-5233193503.905424,577725941.3717871,-658691708.0706747,6658968.004817309,-6909270.103319468,5718730.710549368,-6188333.083302276
2016-08-04,1763248.4036070919,307020426.1244427,-304761793.307256,4987541518.846243,-5285151799.600933,561715200.945894,-658473898.2173238,6475665.852913579,-6809658.20712609,5211925.646332776,-5750211.610956437
2016-08-05,-957655.910394452,355691237.0308318,-358238518.94544667,5418871707.792139,-5723189587.874935,552535067.9920139,-626772317.2300026,6332388.819517313,-6636691.147746199,4772585.489374749,-5168524.6110541355
2016-08-08,954402.3991329381,349101411.9079993,-342721361.391775,5391204656.287212,-5613964539.53094,570736458.6722876,-657043550.319666,6364015.306901604,-6879622.24875037,3826147.379025721,-4230734.0740178
2016-08-09,-490713.8504599149,350730833.93460405,-344798181.3413427,5469012962.389255,-5696150417.794325,575118139.7243387,-668455001.6573,6410882.682784821,-6872422.58037939,3505718.9268396664,-3870495.2689870656
2016-08-10,-3438911.137612506,341042527.04273486,-322659926.66072464,5459921197.520267,-5570817730.454697,578356576.5360043,-693984229.628499,6363456.003176244,-7013598.511232706,3148240.4162192643,-3585859.1730526946
2016-08-11,-6356568.159160974,367373153.0955936,-348857755.15688396,5641583946.824827,-5740328703.614363,582446632.7098732,-704225134.7230954,6219552.615449816,-7048073.796466196,2783893.9215005264,-3222123.8924078792
2016-08-12,-1334193.1294150476,362519482.4061627,-348775016.70533824,5615319576.42687,-5742190564.046752,592490829.2242193,-722067715.1016572,6252723.957353136,-7085839.327233313,2465435.0662531788,-2860809.5654122233
2016-08-15,2034713.2088074868,394529521.3936131,-368729305.71331656,5846729283.986984,-6039284321.000521,559785192.7755934,-717444195.2548771,5872291.89414204,-7075404.909711454,1332906.605879716,-1627578.0621151454
2016-08-16,857204.6133544014,358570537.0366109,-322338053.41349137,5514190796.562416,-5512636343.566161,539525292.902319,-701836640.847395,5694458.904162959,-7201661.631445594,960118.5622404243,-1221216.3854297944
2016-08-17,-108942.43652608304,351424724.65605474,-317119712.126088,5589758559.202091,-5614855107.96816,569403164.6281319,-710937494.128718,5861705.337282,-6976699.30837868,666109.1428161515,-805745.3574208217
2016-08-18,66102.13389992854,380393690.9415674,-351508951.00914574,5903224796.380877,-6010164911.390654,580605592.4878608,-653077278.683468,5657384.032153029,-6064181.714073452,331328.8308356428,-358050.4418975712
2016-08-19,-2817252.431263986,623154880.6070132,-598908109.0590425,4723823488.064684,-4540763217.441373,642405407.9437401,-587063346.7629192,6250000.0,-6250000.0,10153049.659086324,-9749421.267904315
2016-08-22,261609.51350281533,234216900.10969973,-234774802.48753127,4815719355.645397,-4651176621.629966,676632050.5888746,-618380087.9604349,6552253.547118258,-6558064.632012615,9526451.39863531,-9152163.568779144
2016-08-23,974614.8559195019,246462170.32466072,-250639840.75254637,4997836376.912071,-4889102915.258934,689812313.7997057,-632124379.5115342,6567549.773351137,-6562886.425274026,9231681.258604346,-8872481.587263394
2016-08-24,371138.9703720344,220728192.41803297,-226507625.65712726,4677936991.279478,-4610873070.070354,696533716.6671745,-641889776.8907487,6634698.6912251655,-6605081.194783355,8944568.560472643,-8598741.496817432
2016-08-25,991796.4755378905,218448918.6750884,-230802029.89816839,4711801681.8319435,-4727868653.008065,702977501.2421374,-650466450.391846,6684969.841304193,-6678030.219479655,8623592.310857251,-8326110.739635498
2016-08-26,-656865.701525511,204297159.11383554,-212257640.5531221,4441246937.580311,-4422526413.676292,700510046.8918698,-647068011.700236,6730411.912266913,-6757130.170606079,8255333.655612834,-7997611.280573303
2016-08-29,-139445.9030820621,220367426.99872142,-231757459.87506378,4930706246.294909,-4920885094.13412,748459244.9056921,-688380987.6820921,7171529.559931331,-7150540.345859803,7552714.221165313,-7260068.724715623
